date,tmin_C,tmean_C,tmax_C,rh_pct,precip_mm,wind_m_s,station_id
2020-06-05 00:00:00-05:00,25.52,29.75,33.96,65.6,1.0,3.43,MiraCielo_002
2020-06-06 00:00:00-05:00,25.84,30.63,34.4,79.4,0.0,2.06,MiraCielo_002
2020-06-07 00:00:00-05:00,29.3,32.11,34.35,65.8,1.0,3.52,MiraCielo_002
2020-06-08 00:00:00-05:00,24.9,28.77,31.71,80.0,0.0,2.04,MiraCielo_002
2020-06-09 00:00:00-05:00,26.25,30.41,35.46,74.4,0.0,2.8,MiraCielo_002
2020-06-10 00:00:00-05:00,28.2,31.46,35.11,70.2,1.0,4.29,MiraCielo_002
2020-06-11 00:00:00-05:00,25.92,30.66,35.61,67.0,1.0,2.26,MiraCielo_002
2020-06-12 00:00:00-05:00,25.61,30.09,35.12,84.9,1.0,3.05,MiraCielo_002
2020-06-13 00:00:00-05:00,25.38,30.18,34.67,70.0,1.0,3.09,MiraCielo_002
2020-06-14 00:00:00-05:00,25.47,31.2,34.64,70.1,0.0,3.1,MiraCielo_002
2020-06-15 00:00:00-05:00,24.69,28.95,33.8,82.4,0.0,3.38,MiraCielo_002
2020-06-16 00:00:00-05:00,27.23,31.01,35.2,83.5,0.0,3.07,MiraCielo_002
2020-06-17 00:00:00-05:00,27.0,31.75,35.79,73.0,2.0,1.67,MiraCielo_002
2020-06-18 00:00:00-05:00,26.93,30.46,33.64,81.0,0.0,2.35,MiraCielo_002
2020-06-19 00:00:00-05:00,24.67,29.04,32.59,70.3,0.0,3.43,MiraCielo_002
2020-06-20 00:00:00-05:00,25.48,30.31,33.5,87.6,2.0,3.58,MiraCielo_002
2020-06-21 00:00:00-05:00,26.12,30.79,35.65,66.3,0.0,1.98,MiraCielo_002
2020-06-22 00:00:00-05:00,24.53,29.66,35.04,68.8,1.0,3.87,MiraCielo_002
2020-06-23 00:00:00-05:00,27.22,31.0,35.83,82.2,0.0,2.28,MiraCielo_002
2020-06-24 00:00:00-05:00,26.61,31.18,35.36,72.7,0.0,3.17,MiraCielo_002
2020-06-25 00:00:00-05:00,28.35,32.42,36.15,82.7,1.0,3.01,MiraCielo_002
2020-06-26 00:00:00-05:00,26.59,30.79,35.22,71.8,0.0,1.8,MiraCielo_002
2020-06-27 00:00:00-05:00,26.92,31.13,34.75,78.6,0.0,2.5,MiraCielo_002
2020-06-28 00:00:00-05:00,25.9,30.33,34.31,70.6,0.0,0.55,MiraCielo_002
2020-06-29 00:00:00-05:00,26.45,30.43,33.69,74.4,1.0,2.37,MiraCielo_002
2020-06-30 00:00:00-05:00,28.98,31.84,36.43,67.3,0.0,4.16,MiraCielo_002
2020-07-01 00:00:00-05:00,26.6,30.72,35.35,74.7,0.0,0.7,MiraCielo_002
2020-07-02 00:00:00-05:00,27.7,31.99,36.81,69.9,0.0,1.84,MiraCielo_002
2020-07-03 00:00:00-05:00,26.97,30.94,35.44,87.6,0.0,2.29,MiraCielo_002
2020-07-04 00:00:00-05:00,25.27,29.62,34.06,73.4,0.0,0.45,MiraCielo_002
2020-07-05 00:00:00-05:00,26.25,30.16,33.22,68.2,0.0,0.59,MiraCielo_002
2020-07-06 00:00:00-05:00,30.1,33.88,36.91,79.6,0.0,5.07,MiraCielo_002
2020-07-07 00:00:00-05:00,25.74,30.85,35.15,68.3,0.0,3.45,MiraCielo_002
2020-07-08 00:00:00-05:00,23.22,29.03,34.02,80.9,0.0,3.9,MiraCielo_002
2020-07-09 00:00:00-05:00,24.88,29.59,33.35,72.4,0.0,3.19,MiraCielo_002
2020-07-10 00:00:00-05:00,26.55,30.09,34.09,75.6,0.0,3.44,MiraCielo_002
2020-07-11 00:00:00-05:00,25.68,29.86,33.87,74.7,0.0,2.45,MiraCielo_002
2020-07-12 00:00:00-05:00,25.48,29.6,31.94,74.4,0.0,3.95,MiraCielo_002
2020-07-13 00:00:00-05:00,28.12,32.65,36.87,76.4,0.0,4.38,MiraCielo_002
2020-07-14 00:00:00-05:00,27.53,31.68,35.18,72.2,35.39,2.06,MiraCielo_002
2020-07-15 00:00:00-05:00,26.13,30.62,35.17,69.7,0.0,2.53,MiraCielo_002
2020-07-16 00:00:00-05:00,24.71,30.14,34.11,76.5,0.0,2.16,MiraCielo_002
2020-07-17 00:00:00-05:00,28.1,30.63,34.47,74.0,0.0,2.71,MiraCielo_002
2020-07-18 00:00:00-05:00,29.34,32.94,36.8,68.8,0.0,3.61,MiraCielo_002
2020-07-19 00:00:00-05:00,24.97,29.74,33.44,80.2,0.0,2.6,MiraCielo_002
2020-07-20 00:00:00-05:00,24.9,28.86,31.63,76.5,0.0,0.88,MiraCielo_002
2020-07-21 00:00:00-05:00,27.05,31.53,36.39,70.2,0.0,3.87,MiraCielo_002
2020-07-22 00:00:00-05:00,28.06,31.91,35.34,75.4,0.0,1.96,MiraCielo_002
2020-07-23 00:00:00-05:00,27.16,32.41,35.99,76.0,0.0,3.25,MiraCielo_002
2020-07-24 00:00:00-05:00,25.29,30.22,34.29,70.8,1.0,3.35,MiraCielo_002
2020-07-25 00:00:00-05:00,25.96,30.2,33.2,96.0,0.0,2.33,MiraCielo_002
2020-07-26 00:00:00-05:00,27.65,32.99,36.54,77.1,0.0,1.79,MiraCielo_002
2020-07-27 00:00:00-05:00,27.01,31.26,36.98,75.9,0.0,2.27,MiraCielo_002
2020-07-28 00:00:00-05:00,26.36,30.41,34.71,91.9,0.0,4.56,MiraCielo_002
2020-07-29 00:00:00-05:00,25.9,31.08,34.31,80.1,0.0,1.76,MiraCielo_002
2020-07-30 00:00:00-05:00,27.03,29.91,32.04,84.7,0.0,1.59,MiraCielo_002
2020-07-31 00:00:00-05:00,26.63,30.76,35.66,78.1,0.0,3.01,MiraCielo_002
2020-08-01 00:00:00-05:00,26.42,30.7,33.79,78.0,0.0,2.57,MiraCielo_002
2020-08-02 00:00:00-05:00,27.5,31.32,34.83,72.5,0.0,2.35,MiraCielo_002
2020-08-03 00:00:00-05:00,25.69,29.1,32.72,81.7,0.0,1.81,MiraCielo_002
2020-08-04 00:00:00-05:00,26.72,30.66,33.84,88.9,0.0,2.78,MiraCielo_002
2020-08-05 00:00:00-05:00,26.0,28.79,32.72,87.3,0.0,2.62,MiraCielo_002
2020-08-06 00:00:00-05:00,27.16,32.4,35.9,70.7,0.0,4.27,MiraCielo_002
2020-08-07 00:00:00-05:00,24.32,29.6,34.15,89.2,0.0,1.83,MiraCielo_002
2020-08-08 00:00:00-05:00,24.01,28.07,32.2,73.1,0.0,2.26,MiraCielo_002
2020-08-09 00:00:00-05:00,29.59,33.34,38.63,72.5,0.0,4.21,MiraCielo_002
2020-08-10 00:00:00-05:00,26.51,29.33,34.64,72.9,0.0,2.23,MiraCielo_002
2020-08-11 00:00:00-05:00,26.54,30.02,33.16,75.9,0.0,2.01,MiraCielo_002
2020-08-12 00:00:00-05:00,22.64,27.82,31.53,66.7,0.0,3.29,MiraCielo_002
2020-08-13 00:00:00-05:00,25.73,29.74,35.68,78.7,0.0,2.97,MiraCielo_002
2020-08-14 00:00:00-05:00,28.17,31.76,34.72,76.9,0.0,2.46,MiraCielo_002
2020-08-15 00:00:00-05:00,26.51,30.54,35.26,78.8,0.0,2.88,MiraCielo_002
2020-08-16 00:00:00-05:00,24.03,27.6,32.09,75.6,0.0,3.32,MiraCielo_002
2020-08-17 00:00:00-05:00,25.93,28.67,31.91,69.1,0.0,2.98,MiraCielo_002
2020-08-18 00:00:00-05:00,26.88,30.63,33.91,77.1,0.0,3.43,MiraCielo_002
2020-08-19 00:00:00-05:00,27.07,30.24,35.9,86.1,0.0,2.59,MiraCielo_002
2020-08-20 00:00:00-05:00,24.49,28.83,34.47,72.7,0.0,1.67,MiraCielo_002
2020-08-21 00:00:00-05:00,25.09,29.83,34.22,73.6,0.0,3.42,MiraCielo_002
2020-08-22 00:00:00-05:00,24.43,27.86,30.61,81.6,0.0,2.5,MiraCielo_002
2020-08-23 00:00:00-05:00,23.51,27.66,32.8,71.5,0.0,2.47,MiraCielo_002
2020-08-24 00:00:00-05:00,22.19,26.18,28.93,80.4,0.0,3.62,MiraCielo_002
2020-08-25 00:00:00-05:00,26.81,30.22,34.86,81.7,0.0,4.63,MiraCielo_002
2020-08-26 00:00:00-05:00,26.74,28.92,31.46,75.7,0.0,0.95,MiraCielo_002
2020-08-27 00:00:00-05:00,25.81,28.99,32.99,74.7,0.0,2.45,MiraCielo_002
2020-08-28 00:00:00-05:00,21.85,25.23,30.03,70.8,0.0,2.72,MiraCielo_002
2020-08-29 00:00:00-05:00,24.68,28.79,30.25,74.5,0.0,2.92,MiraCielo_002
2020-08-30 00:00:00-05:00,25.25,29.44,32.97,82.7,0.0,2.6,MiraCielo_002
2020-08-31 00:00:00-05:00,21.22,26.21,30.35,84.4,0.0,2.7,MiraCielo_002
2020-09-01 00:00:00-05:00,25.53,28.7,32.39,79.8,0.0,3.2,MiraCielo_002
2020-09-02 00:00:00-05:00,25.16,28.5,31.9,75.7,0.0,2.59,MiraCielo_002
2020-09-03 00:00:00-05:00,24.47,27.95,31.83,79.9,0.0,2.21,MiraCielo_002
2020-09-04 00:00:00-05:00,26.16,30.01,34.94,74.6,0.0,2.18,MiraCielo_002
2020-09-05 00:00:00-05:00,25.48,29.65,34.89,80.6,0.0,4.26,MiraCielo_002
2020-09-06 00:00:00-05:00,27.94,32.28,36.92,84.1,0.0,4.98,MiraCielo_002
2020-09-07 00:00:00-05:00,24.28,26.77,32.17,76.8,0.0,2.43,MiraCielo_002
2020-09-08 00:00:00-05:00,23.72,28.67,32.19,74.8,0.0,2.45,MiraCielo_002
2020-09-09 00:00:00-05:00,25.51,29.89,34.42,76.8,0.0,3.23,MiraCielo_002
2020-09-10 00:00:00-05:00,22.48,27.18,30.27,86.2,0.0,2.95,MiraCielo_002
2020-09-11 00:00:00-05:00,27.88,29.97,36.61,96.5,0.0,2.64,MiraCielo_002
2020-09-12 00:00:00-05:00,23.64,28.3,32.39,83.7,1.0,1.42,MiraCielo_002
2020-09-13 00:00:00-05:00,22.49,25.7,30.42,79.4,0.0,1.9,MiraCielo_002
2020-09-14 00:00:00-05:00,22.54,26.18,28.59,74.0,1.0,3.56,MiraCielo_002
2020-09-15 00:00:00-05:00,21.8,26.95,31.65,73.6,0.0,2.49,MiraCielo_002
2020-09-16 00:00:00-05:00,22.94,27.46,31.57,82.4,1.0,4.96,MiraCielo_002
2020-09-17 00:00:00-05:00,25.52,28.98,33.4,75.2,0.0,4.92,MiraCielo_002
2020-09-18 00:00:00-05:00,22.67,27.31,31.32,86.0,0.0,1.79,MiraCielo_002
2020-09-19 00:00:00-05:00,24.49,28.78,32.67,76.3,0.0,4.25,MiraCielo_002
2020-09-20 00:00:00-05:00,23.72,27.4,31.12,88.5,0.0,2.65,MiraCielo_002
2020-09-21 00:00:00-05:00,22.82,27.2,31.12,77.5,0.0,2.96,MiraCielo_002
2020-09-22 00:00:00-05:00,23.06,26.76,32.08,86.8,1.0,3.57,MiraCielo_002
2020-09-23 00:00:00-05:00,23.9,28.21,31.88,84.0,1.0,3.9,MiraCielo_002
2020-09-24 00:00:00-05:00,22.81,27.11,33.15,85.1,0.0,2.01,MiraCielo_002
2020-09-25 00:00:00-05:00,21.6,26.0,30.06,79.6,0.0,5.21,MiraCielo_002
2020-09-26 00:00:00-05:00,21.66,27.2,32.46,76.0,0.0,3.11,MiraCielo_002
2020-09-27 00:00:00-05:00,21.42,26.18,31.21,86.1,0.0,0.63,MiraCielo_002
2020-09-28 00:00:00-05:00,21.23,26.03,28.63,90.8,0.0,2.51,MiraCielo_002
2020-09-29 00:00:00-05:00,24.41,27.99,30.78,74.0,3.0,5.13,MiraCielo_002
2020-09-30 00:00:00-05:00,23.52,26.3,29.69,82.9,1.0,2.15,MiraCielo_002
2020-10-01 00:00:00-05:00,25.13,28.98,31.59,82.8,0.0,5.32,MiraCielo_002
2020-10-02 00:00:00-05:00,23.61,27.22,30.85,81.0,1.0,2.94,MiraCielo_002
2020-10-03 00:00:00-05:00,20.86,25.34,29.37,88.6,0.0,2.8,MiraCielo_002
2020-10-04 00:00:00-05:00,21.34,25.18,29.77,75.3,0.0,1.65,MiraCielo_002
