date,tmin_C,tmean_C,tmax_C,rh_pct,precip_mm,wind_m_s,station_id
2020-05-18 00:00:00-05:00,27.0,30.77,35.21,59.8,0.0,2.27,IDEAM_Caucasia_001
2020-05-19 00:00:00-05:00,24.42,28.37,34.23,74.4,1.0,3.63,IDEAM_Caucasia_001
2020-05-20 00:00:00-05:00,27.38,30.17,35.23,78.0,1.0,2.67,IDEAM_Caucasia_001
2020-05-21 00:00:00-05:00,27.8,31.51,36.54,71.3,3.0,0.4,IDEAM_Caucasia_001
2020-05-22 00:00:00-05:00,23.35,28.07,30.82,82.3,2.0,2.85,IDEAM_Caucasia_001
2020-05-23 00:00:00-05:00,25.8,30.26,34.95,77.1,1.0,2.73,IDEAM_Caucasia_001
2020-05-24 00:00:00-05:00,26.0,30.4,34.35,75.4,0.0,3.27,IDEAM_Caucasia_001
2020-05-25 00:00:00-05:00,27.03,31.07,34.58,78.6,1.0,2.09,IDEAM_Caucasia_001
2020-05-26 00:00:00-05:00,24.69,28.7,32.85,74.1,1.0,2.21,IDEAM_Caucasia_001
2020-05-27 00:00:00-05:00,25.17,28.64,33.49,57.2,0.0,4.12,IDEAM_Caucasia_001
2020-05-28 00:00:00-05:00,26.34,30.89,35.35,69.3,0.0,2.43,IDEAM_Caucasia_001
2020-05-29 00:00:00-05:00,26.33,30.67,33.88,79.5,2.0,0.7,IDEAM_Caucasia_001
2020-05-30 00:00:00-05:00,26.26,30.65,35.32,67.6,1.0,3.34,IDEAM_Caucasia_001
2020-05-31 00:00:00-05:00,27.23,30.81,34.23,71.1,0.0,3.75,IDEAM_Caucasia_001
2020-06-01 00:00:00-05:00,27.33,29.61,33.81,66.3,1.0,3.74,IDEAM_Caucasia_001
2020-06-02 00:00:00-05:00,25.87,30.74,34.47,83.3,0.0,2.12,IDEAM_Caucasia_001
2020-06-03 00:00:00-05:00,27.24,30.85,34.66,82.8,1.0,2.8,IDEAM_Caucasia_001
2020-06-04 00:00:00-05:00,26.37,29.68,34.37,67.5,0.0,3.38,IDEAM_Caucasia_001
2020-06-05 00:00:00-05:00,28.25,32.81,35.87,73.8,1.0,3.86,IDEAM_Caucasia_001
2020-06-06 00:00:00-05:00,27.48,31.17,36.92,68.9,1.0,3.35,IDEAM_Caucasia_001
2020-06-07 00:00:00-05:00,24.36,29.2,31.56,76.7,1.0,3.65,IDEAM_Caucasia_001
2020-06-08 00:00:00-05:00,26.96,31.45,34.91,76.2,0.0,1.99,IDEAM_Caucasia_001
2020-06-09 00:00:00-05:00,24.98,29.52,33.86,78.1,0.0,0.28,IDEAM_Caucasia_001
2020-06-10 00:00:00-05:00,28.76,31.66,36.19,75.3,0.0,3.96,IDEAM_Caucasia_001
2020-06-11 00:00:00-05:00,27.17,32.14,36.05,91.0,0.0,1.76,IDEAM_Caucasia_001
2020-06-12 00:00:00-05:00,25.58,29.79,33.73,67.3,32.22,2.61,IDEAM_Caucasia_001
2020-06-13 00:00:00-05:00,28.25,31.95,36.32,63.2,0.0,3.69,IDEAM_Caucasia_001
2020-06-14 00:00:00-05:00,27.2,31.31,35.1,71.2,0.0,2.83,IDEAM_Caucasia_001
2020-06-15 00:00:00-05:00,29.25,31.82,37.08,64.3,0.0,3.57,IDEAM_Caucasia_001
2020-06-16 00:00:00-05:00,28.81,33.13,37.89,64.8,0.0,5.5,IDEAM_Caucasia_001
2020-06-17 00:00:00-05:00,27.41,30.58,35.37,67.8,0.0,3.41,IDEAM_Caucasia_001
2020-06-18 00:00:00-05:00,27.07,29.99,33.12,68.4,1.0,2.0,IDEAM_Caucasia_001
2020-06-19 00:00:00-05:00,27.06,29.84,33.77,68.3,0.0,1.21,IDEAM_Caucasia_001
2020-06-20 00:00:00-05:00,25.06,29.95,33.68,77.2,0.0,3.54,IDEAM_Caucasia_001
2020-06-21 00:00:00-05:00,27.35,30.85,33.94,71.1,0.0,2.89,IDEAM_Caucasia_001
2020-06-22 00:00:00-05:00,26.13,31.36,35.68,73.2,1.0,1.28,IDEAM_Caucasia_001
2020-06-23 00:00:00-05:00,27.72,31.29,34.81,79.7,1.0,4.1,IDEAM_Caucasia_001
2020-06-24 00:00:00-05:00,29.33,31.96,36.55,69.8,0.0,3.6,IDEAM_Caucasia_001
2020-06-25 00:00:00-05:00,27.89,30.99,34.03,72.9,0.0,2.79,IDEAM_Caucasia_001
2020-06-26 00:00:00-05:00,27.74,32.73,38.28,76.8,0.0,5.21,IDEAM_Caucasia_001
2020-06-27 00:00:00-05:00,26.8,30.67,33.87,63.0,0.0,3.93,IDEAM_Caucasia_001
2020-06-28 00:00:00-05:00,30.7,34.26,38.46,60.5,0.0,1.71,IDEAM_Caucasia_001
2020-06-29 00:00:00-05:00,27.62,31.75,36.46,76.9,0.0,4.09,IDEAM_Caucasia_001
2020-06-30 00:00:00-05:00,25.57,29.97,33.46,77.9,0.0,3.08,IDEAM_Caucasia_001
2020-07-01 00:00:00-05:00,24.82,29.71,34.48,87.4,0.0,4.88,IDEAM_Caucasia_001
2020-07-02 00:00:00-05:00,26.42,31.58,34.47,76.1,0.0,3.84,IDEAM_Caucasia_001
2020-07-03 00:00:00-05:00,27.02,30.73,36.03,80.1,0.0,3.33,IDEAM_Caucasia_001
2020-07-04 00:00:00-05:00,28.91,31.85,35.86,74.1,0.0,3.27,IDEAM_Caucasia_001
2020-07-05 00:00:00-05:00,27.89,31.56,35.02,77.2,0.0,1.49,IDEAM_Caucasia_001
2020-07-06 00:00:00-05:00,26.69,30.89,34.62,85.5,0.0,2.24,IDEAM_Caucasia_001
2020-07-07 00:00:00-05:00,26.73,29.96,34.68,62.8,0.0,3.03,IDEAM_Caucasia_001
2020-07-08 00:00:00-05:00,25.91,29.15,32.62,78.1,0.0,1.29,IDEAM_Caucasia_001
2020-07-09 00:00:00-05:00,26.14,30.42,33.74,88.5,0.0,3.31,IDEAM_Caucasia_001
2020-07-10 00:00:00-05:00,28.01,31.97,35.77,77.5,0.0,1.98,IDEAM_Caucasia_001
2020-07-11 00:00:00-05:00,27.16,31.19,34.13,85.8,0.0,2.37,IDEAM_Caucasia_001
2020-07-12 00:00:00-05:00,26.03,29.42,35.06,72.2,0.0,3.58,IDEAM_Caucasia_001
2020-07-13 00:00:00-05:00,27.29,31.11,34.6,75.9,0.0,2.19,IDEAM_Caucasia_001
2020-07-14 00:00:00-05:00,28.08,31.34,36.09,76.3,0.0,3.32,IDEAM_Caucasia_001
2020-07-15 00:00:00-05:00,25.09,29.8,33.99,62.9,0.0,2.96,IDEAM_Caucasia_001
2020-07-16 00:00:00-05:00,26.2,31.03,34.14,69.3,0.0,1.64,IDEAM_Caucasia_001
2020-07-17 00:00:00-05:00,28.37,30.89,34.89,69.8,0.0,3.77,IDEAM_Caucasia_001
2020-07-18 00:00:00-05:00,26.17,29.43,34.13,81.4,0.0,3.83,IDEAM_Caucasia_001
2020-07-19 00:00:00-05:00,28.4,31.21,35.04,81.8,0.0,3.89,IDEAM_Caucasia_001
2020-07-20 00:00:00-05:00,27.95,31.43,36.5,78.6,0.0,4.9,IDEAM_Caucasia_001
2020-07-21 00:00:00-05:00,28.09,32.03,36.95,81.7,0.0,2.35,IDEAM_Caucasia_001
2020-07-22 00:00:00-05:00,29.12,31.96,36.79,75.8,0.0,0.66,IDEAM_Caucasia_001
2020-07-23 00:00:00-05:00,25.76,29.02,32.6,84.1,0.0,2.08,IDEAM_Caucasia_001
2020-07-24 00:00:00-05:00,26.32,29.52,32.54,77.0,0.0,3.86,IDEAM_Caucasia_001
2020-07-25 00:00:00-05:00,27.06,31.23,34.68,77.4,0.0,2.71,IDEAM_Caucasia_001
2020-07-26 00:00:00-05:00,27.14,31.19,35.37,75.5,1.0,1.25,IDEAM_Caucasia_001
2020-07-27 00:00:00-05:00,27.74,31.16,35.65,81.3,0.0,0.95,IDEAM_Caucasia_001
2020-07-28 00:00:00-05:00,30.99,35.13,37.18,74.7,0.0,4.36,IDEAM_Caucasia_001
2020-07-29 00:00:00-05:00,27.6,31.16,35.15,83.2,0.0,3.47,IDEAM_Caucasia_001
2020-07-30 00:00:00-05:00,28.02,31.8,35.94,70.6,0.0,2.25,IDEAM_Caucasia_001
2020-07-31 00:00:00-05:00,26.21,31.54,35.29,70.9,0.0,4.87,IDEAM_Caucasia_001
2020-08-01 00:00:00-05:00,26.07,31.14,36.3,81.7,0.0,5.71,IDEAM_Caucasia_001
2020-08-02 00:00:00-05:00,26.98,29.94,34.32,77.1,0.0,3.94,IDEAM_Caucasia_001
2020-08-03 00:00:00-05:00,26.53,31.19,36.37,75.0,0.0,3.63,IDEAM_Caucasia_001
2020-08-04 00:00:00-05:00,24.66,29.31,33.11,83.1,0.0,3.38,IDEAM_Caucasia_001
2020-08-05 00:00:00-05:00,26.83,29.91,34.75,74.2,1.0,3.74,IDEAM_Caucasia_001
2020-08-06 00:00:00-05:00,24.91,29.56,35.04,76.7,0.0,4.95,IDEAM_Caucasia_001
2020-08-07 00:00:00-05:00,24.97,30.2,35.38,86.4,0.0,1.73,IDEAM_Caucasia_001
2020-08-08 00:00:00-05:00,29.73,32.83,35.85,87.3,0.0,2.43,IDEAM_Caucasia_001
2020-08-09 00:00:00-05:00,24.5,27.77,31.54,87.6,0.0,2.75,IDEAM_Caucasia_001
2020-08-10 00:00:00-05:00,25.97,30.78,34.47,76.5,0.0,3.43,IDEAM_Caucasia_001
2020-08-11 00:00:00-05:00,23.76,27.97,32.41,85.7,0.0,4.52,IDEAM_Caucasia_001
2020-08-12 00:00:00-05:00,24.85,29.29,33.91,72.6,0.0,3.25,IDEAM_Caucasia_001
2020-08-13 00:00:00-05:00,26.84,31.11,34.36,73.0,16.17,3.49,IDEAM_Caucasia_001
2020-08-14 00:00:00-05:00,25.52,29.83,33.89,64.4,0.0,3.54,IDEAM_Caucasia_001
2020-08-15 00:00:00-05:00,25.47,28.4,30.59,88.6,0.0,2.83,IDEAM_Caucasia_001
2020-08-16 00:00:00-05:00,23.95,28.78,34.08,73.4,0.0,2.34,IDEAM_Caucasia_001
2020-08-17 00:00:00-05:00,25.47,30.4,33.94,77.9,0.0,2.88,IDEAM_Caucasia_001
2020-08-18 00:00:00-05:00,24.84,28.65,32.7,73.2,0.0,2.08,IDEAM_Caucasia_001
2020-08-19 00:00:00-05:00,25.77,29.73,33.45,82.9,0.0,2.1,IDEAM_Caucasia_001
2020-08-20 00:00:00-05:00,26.69,29.47,34.5,76.6,0.0,3.2,IDEAM_Caucasia_001
2020-08-21 00:00:00-05:00,24.16,28.57,30.02,71.0,0.0,2.27,IDEAM_Caucasia_001
2020-08-22 00:00:00-05:00,27.41,31.87,35.85,81.6,0.0,4.83,IDEAM_Caucasia_001
2020-08-23 00:00:00-05:00,26.04,29.99,33.9,70.4,0.0,2.96,IDEAM_Caucasia_001
2020-08-24 00:00:00-05:00,21.84,26.74,30.33,74.0,0.0,4.3,IDEAM_Caucasia_001
2020-08-25 00:00:00-05:00,25.6,29.33,34.89,66.4,0.0,1.43,IDEAM_Caucasia_001
2020-08-26 00:00:00-05:00,23.8,28.25,31.45,70.6,0.0,1.46,IDEAM_Caucasia_001
2020-08-27 00:00:00-05:00,26.82,30.0,34.7,80.2,0.0,2.68,IDEAM_Caucasia_001
2020-08-28 00:00:00-05:00,23.98,27.96,32.29,67.4,0.0,3.83,IDEAM_Caucasia_001
2020-08-29 00:00:00-05:00,24.85,28.71,33.85,70.4,0.0,2.26,IDEAM_Caucasia_001
2020-08-30 00:00:00-05:00,25.21,29.39,32.79,79.3,0.0,2.69,IDEAM_Caucasia_001
2020-08-31 00:00:00-05:00,26.05,29.76,33.1,76.1,0.0,3.9,IDEAM_Caucasia_001
2020-09-01 00:00:00-05:00,23.31,27.21,32.19,91.3,0.0,2.37,IDEAM_Caucasia_001
2020-09-02 00:00:00-05:00,23.52,28.18,32.56,90.4,0.0,1.97,IDEAM_Caucasia_001
2020-09-03 00:00:00-05:00,24.29,27.94,30.55,74.3,0.0,3.58,IDEAM_Caucasia_001
2020-09-04 00:00:00-05:00,24.94,27.66,31.17,82.9,0.0,1.37,IDEAM_Caucasia_001
2020-09-05 00:00:00-05:00,25.09,30.49,34.84,84.0,0.0,2.39,IDEAM_Caucasia_001
2020-09-06 00:00:00-05:00,23.68,28.79,33.54,76.0,0.0,2.93,IDEAM_Caucasia_001
2020-09-07 00:00:00-05:00,23.75,26.72,30.11,70.6,0.0,3.38,IDEAM_Caucasia_001
2020-09-08 00:00:00-05:00,24.71,29.26,30.64,79.6,0.0,3.7,IDEAM_Caucasia_001
