,fecha,nombre_completo,estado,temperatura,presion
93,2023-10-11 01:33:00,UdeA Yarumal,Habilitada,15.00000,777.27158
94,2023-10-11 01:34:00,UdeA Yarumal,Habilitada,15.00000,777.13613
95,2023-10-11 01:35:00,UdeA Yarumal,Habilitada,15.00000,777.13613
96,2023-10-11 01:36:00,UdeA Yarumal,Habilitada,15.00000,777.10226
97,2023-10-11 01:37:00,UdeA Yarumal,Habilitada,15.00000,777.20386
98,2023-10-11 01:38:00,UdeA Yarumal,Habilitada,15.00000,777.10226
99,2023-10-11 01:39:00,UdeA Yarumal,Habilitada,15.00000,777.10226
100,2023-10-11 01:40:00,UdeA Yarumal,Habilitada,15.00000,777.10226
101,2023-10-11 01:41:00,UdeA Yarumal,Habilitada,15.00000,777.06840
102,2023-10-11 01:42:00,UdeA Yarumal,Habilitada,15.00000,777.06840
103,2023-10-11 01:43:00,UdeA Yarumal,Habilitada,15.00000,777.03454
104,2023-10-11 01:44:00,UdeA Yarumal,Habilitada,15.00000,777.03454
105,2023-10-11 01:45:00,UdeA Yarumal,Habilitada,15.00000,777.06840
106,2023-10-11 01:46:00,UdeA Yarumal,Habilitada,15.00000,777.10226
107,2023-10-11 01:47:00,UdeA Yarumal,Habilitada,15.00000,777.10226
108,2023-10-11 01:48:00,UdeA Yarumal,Habilitada,15.00000,777.10226
109,2023-10-11 01:49:00,UdeA Yarumal,Habilitada,15.00000,777.16999
110,2023-10-11 01:50:00,UdeA Yarumal,Habilitada,15.00000,777.16999
111,2023-10-11 01:51:00,UdeA Yarumal,Habilitada,14.94444,777.23772
112,2023-10-11 01:52:00,UdeA Yarumal,Habilitada,15.00000,777.10226
113,2023-10-11 01:53:00,UdeA Yarumal,Habilitada,15.00000,777.06840
114,2023-10-11 01:54:00,UdeA Yarumal,Habilitada,15.00000,777.06840
115,2023-10-11 01:55:00,UdeA Yarumal,Habilitada,15.00000,777.03454
116,2023-10-11 01:56:00,UdeA Yarumal,Habilitada,15.00000,777.03454
117,2023-10-11 01:57:00,UdeA Yarumal,Habilitada,15.00000,777.13613
118,2023-10-11 01:58:00,UdeA Yarumal,Habilitada,15.00000,777.06840
119,2023-10-11 01:59:00,UdeA Yarumal,Habilitada,15.00000,777.06840
120,2023-10-11 02:00:00,UdeA Yarumal,Habilitada,15.05556,777.13613
121,2023-10-11 02:01:00,UdeA Yarumal,Habilitada,15.05556,777.03454
122,2023-10-11 02:02:00,UdeA Yarumal,Habilitada,15.00000,777.06840
123,2023-10-11 02:03:00,UdeA Yarumal,Habilitada,15.00000,777.03454
124,2023-10-11 02:04:00,UdeA Yarumal,Habilitada,15.05556,777.06840
125,2023-10-11 02:05:00,UdeA Yarumal,Habilitada,15.05556,777.10226
126,2023-10-11 02:06:00,UdeA Yarumal,Habilitada,15.00000,777.03454
127,2023-10-11 02:07:00,UdeA Yarumal,Habilitada,15.00000,777.06840
128,2023-10-11 02:08:00,UdeA Yarumal,Habilitada,15.05556,776.96681
129,2023-10-11 02:09:00,UdeA Yarumal,Habilitada,15.05556,777.03454
130,2023-10-11 02:10:00,UdeA Yarumal,Habilitada,15.05556,777.10226
131,2023-10-11 02:11:00,UdeA Yarumal,Habilitada,15.05556,777.06840
132,2023-10-11 02:12:00,UdeA Yarumal,Habilitada,15.05556,777.13613
133,2023-10-11 02:13:00,UdeA Yarumal,Habilitada,15.05556,777.06840
134,2023-10-11 02:14:00,UdeA Yarumal,Habilitada,15.05556,777.16999
135,2023-10-11 02:15:00,UdeA Yarumal,Habilitada,15.11111,777.13613
136,2023-10-11 02:16:00,UdeA Yarumal,Habilitada,15.11111,777.16999
137,2023-10-11 02:17:00,UdeA Yarumal,Habilitada,15.11111,777.10226
138,2023-10-11 02:18:00,UdeA Yarumal,Habilitada,15.11111,777.10226
139,2023-10-11 02:19:00,UdeA Yarumal,Habilitada,15.11111,777.16999
140,2023-10-11 02:20:00,UdeA Yarumal,Habilitada,15.11111,777.13613
141,2023-10-11 02:21:00,UdeA Yarumal,Habilitada,15.11111,777.16999
142,2023-10-11 02:22:00,UdeA Yarumal,Habilitada,15.05556,777.13613
143,2023-10-11 02:23:00,UdeA Yarumal,Habilitada,15.05556,777.16999
144,2023-10-11 02:24:00,UdeA Yarumal,Habilitada,15.05556,777.13613
145,2023-10-11 02:25:00,UdeA Yarumal,Habilitada,15.05556,777.16999
146,2023-10-11 02:26:00,UdeA Yarumal,Habilitada,15.05556,777.30545
147,2023-10-11 02:27:00,UdeA Yarumal,Habilitada,15.05556,777.40704
148,2023-10-11 02:28:00,UdeA Yarumal,Habilitada,15.05556,777.33931
149,2023-10-11 02:29:00,UdeA Yarumal,Habilitada,15.00000,777.33931
150,2023-10-11 02:30:00,UdeA Yarumal,Habilitada,15.00000,777.44090
151,2023-10-11 02:31:00,UdeA Yarumal,Habilitada,14.94444,777.33931
152,2023-10-11 02:32:00,UdeA Yarumal,Habilitada,14.94444,777.40704
153,2023-10-11 02:33:00,UdeA Yarumal,Habilitada,14.94444,777.44090
154,2023-10-11 02:34:00,UdeA Yarumal,Habilitada,14.88889,777.40704
155,2023-10-11 02:35:00,UdeA Yarumal,Habilitada,14.83333,777.50863
156,2023-10-11 02:36:00,UdeA Yarumal,Habilitada,14.77778,777.40704
157,2023-10-11 02:37:00,UdeA Yarumal,Habilitada,14.77778,777.47477
158,2023-10-11 02:38:00,UdeA Yarumal,Habilitada,14.72222,777.50863
159,2023-10-11 02:39:00,UdeA Yarumal,Habilitada,14.66667,777.44090
160,2023-10-11 02:40:00,UdeA Yarumal,Habilitada,14.61111,777.61022
161,2023-10-11 02:41:00,UdeA Yarumal,Habilitada,14.55556,777.57636
162,2023-10-11 02:42:00,UdeA Yarumal,Habilitada,14.55556,777.61022
163,2023-10-11 02:43:00,UdeA Yarumal,Habilitada,14.55556,777.61022
164,2023-10-11 02:44:00,UdeA Yarumal,Habilitada,14.55556,777.67795
165,2023-10-11 02:45:00,UdeA Yarumal,Habilitada,14.50000,777.74568
166,2023-10-11 02:46:00,UdeA Yarumal,Habilitada,14.50000,777.71181
167,2023-10-11 02:47:00,UdeA Yarumal,Habilitada,14.50000,777.81341
168,2023-10-11 02:48:00,UdeA Yarumal,Habilitada,14.44444,777.81341
169,2023-10-11 02:49:00,UdeA Yarumal,Habilitada,14.44444,777.81341
170,2023-10-11 02:50:00,UdeA Yarumal,Habilitada,14.44444,777.81341
171,2023-10-11 02:51:00,UdeA Yarumal,Habilitada,14.44444,777.81341
172,2023-10-11 02:52:00,UdeA Yarumal,Habilitada,14.38889,777.84727
173,2023-10-11 02:53:00,UdeA Yarumal,Habilitada,14.38889,777.81341
174,2023-10-11 02:54:00,UdeA Yarumal,Habilitada,14.38889,777.81341
175,2023-10-11 02:55:00,UdeA Yarumal,Habilitada,14.38889,777.81341
176,2023-10-11 02:56:00,UdeA Yarumal,Habilitada,14.33333,777.84727
177,2023-10-11 02:57:00,UdeA Yarumal,Habilitada,14.38889,777.84727
178,2023-10-11 02:58:00,UdeA Yarumal,Habilitada,14.38889,777.84727
179,2023-10-11 02:59:00,UdeA Yarumal,Habilitada,14.44444,777.81341
180,2023-10-11 03:00:00,UdeA Yarumal,Habilitada,14.44444,777.84727
181,2023-10-11 03:01:00,UdeA Yarumal,Habilitada,14.44444,777.81341
182,2023-10-11 03:02:00,UdeA Yarumal,Habilitada,14.44444,777.81341
183,2023-10-11 03:03:00,UdeA Yarumal,Habilitada,14.50000,777.84727
184,2023-10-11 03:04:00,UdeA Yarumal,Habilitada,14.50000,777.77954
185,2023-10-11 03:05:00,UdeA Yarumal,Habilitada,14.50000,777.77954
186,2023-10-11 03:06:00,UdeA Yarumal,Habilitada,14.50000,777.77954
187,2023-10-11 03:07:00,UdeA Yarumal,Habilitada,14.50000,777.74568
188,2023-10-11 03:08:00,UdeA Yarumal,Habilitada,14.55556,777.74568
189,2023-10-11 03:09:00,UdeA Yarumal,Habilitada,14.55556,777.67795
190,2023-10-11 03:10:00,UdeA Yarumal,Habilitada,14.50000,777.71181
191,2023-10-11 03:11:00,UdeA Yarumal,Habilitada,14.55556,777.77954
192,2023-10-11 03:12:00,UdeA Yarumal,Habilitada,14.55556,777.74568
193,2023-10-11 03:13:00,UdeA Yarumal,Habilitada,14.55556,777.77954
194,2023-10-11 03:14:00,UdeA Yarumal,Habilitada,14.55556,777.74568
195,2023-10-11 03:15:00,UdeA Yarumal,Habilitada,14.55556,777.67795
196,2023-10-11 03:16:00,UdeA Yarumal,Habilitada,14.55556,777.77954
197,2023-10-11 03:17:00,UdeA Yarumal,Habilitada,14.55556,777.67795
198,2023-10-11 03:18:00,UdeA Yarumal,Habilitada,14.55556,777.71181
199,2023-10-11 03:19:00,UdeA Yarumal,Habilitada,14.61111,777.67795
200,2023-10-11 03:20:00,UdeA Yarumal,Habilitada,14.61111,777.71181
201,2023-10-11 03:21:00,UdeA Yarumal,Habilitada,14.61111,777.67795
202,2023-10-11 03:22:00,UdeA Yarumal,Habilitada,14.61111,777.71181
203,2023-10-11 03:23:00,UdeA Yarumal,Habilitada,14.61111,777.67795
204,2023-10-11 03:24:00,UdeA Yarumal,Habilitada,14.66667,777.71181
205,2023-10-11 03:25:00,UdeA Yarumal,Habilitada,14.66667,777.71181
206,2023-10-11 03:26:00,UdeA Yarumal,Habilitada,14.66667,777.61022
207,2023-10-11 03:27:00,UdeA Yarumal,Habilitada,14.66667,777.61022
208,2023-10-11 03:28:00,UdeA Yarumal,Habilitada,14.66667,777.54249
209,2023-10-11 03:29:00,UdeA Yarumal,Habilitada,14.66667,777.64409
210,2023-10-11 03:30:00,UdeA Yarumal,Habilitada,14.66667,777.64409
211,2023-10-11 03:31:00,UdeA Yarumal,Habilitada,14.72222,777.54249
212,2023-10-11 03:32:00,UdeA Yarumal,Habilitada,14.66667,777.57636
213,2023-10-11 03:33:00,UdeA Yarumal,Habilitada,14.66667,777.54249
214,2023-10-11 03:34:00,UdeA Yarumal,Habilitada,14.72222,777.54249
215,2023-10-11 03:35:00,UdeA Yarumal,Habilitada,14.72222,777.61022
216,2023-10-11 03:36:00,UdeA Yarumal,Habilitada,14.72222,777.54249
217,2023-10-11 03:37:00,UdeA Yarumal,Habilitada,14.72222,777.54249
218,2023-10-11 03:38:00,UdeA Yarumal,Habilitada,14.72222,777.57636
219,2023-10-11 03:39:00,UdeA Yarumal,Habilitada,14.72222,777.61022
220,2023-10-11 03:40:00,UdeA Yarumal,Habilitada,14.72222,777.50863
221,2023-10-11 03:41:00,UdeA Yarumal,Habilitada,14.66667,777.50863
222,2023-10-11 03:42:00,UdeA Yarumal,Habilitada,14.66667,777.57636
223,2023-10-11 03:43:00,UdeA Yarumal,Habilitada,14.66667,777.50863
224,2023-10-11 03:44:00,UdeA Yarumal,Habilitada,14.66667,777.57636
225,2023-10-11 03:45:00,UdeA Yarumal,Habilitada,14.66667,777.47477
226,2023-10-11 03:46:00,UdeA Yarumal,Habilitada,14.66667,777.44090
227,2023-10-11 03:47:00,UdeA Yarumal,Habilitada,14.66667,777.54249
228,2023-10-11 03:48:00,UdeA Yarumal,Habilitada,14.66667,777.44090
229,2023-10-11 03:49:00,UdeA Yarumal,Habilitada,14.66667,777.47477
230,2023-10-11 03:50:00,UdeA Yarumal,Habilitada,14.66667,777.47477
231,2023-10-11 03:51:00,UdeA Yarumal,Habilitada,14.66667,777.44090
232,2023-10-11 03:52:00,UdeA Yarumal,Habilitada,14.72222,777.57636
233,2023-10-11 03:53:00,UdeA Yarumal,Habilitada,14.72222,777.50863
234,2023-10-11 03:54:00,UdeA Yarumal,Habilitada,14.72222,777.50863
235,2023-10-11 03:55:00,UdeA Yarumal,Habilitada,14.72222,777.54249
236,2023-10-11 03:56:00,UdeA Yarumal,Habilitada,14.72222,777.54249
237,2023-10-11 03:57:00,UdeA Yarumal,Habilitada,14.77778,777.50863
238,2023-10-11 03:58:00,UdeA Yarumal,Habilitada,14.77778,777.50863
239,2023-10-11 03:59:00,UdeA Yarumal,Habilitada,14.77778,777.47477
240,2023-10-11 04:00:00,UdeA Yarumal,Habilitada,14.83333,777.47477
241,2023-10-11 04:01:00,UdeA Yarumal,Habilitada,14.83333,777.47477
242,2023-10-11 04:02:00,UdeA Yarumal,Habilitada,14.83333,777.37317
243,2023-10-11 04:03:00,UdeA Yarumal,Habilitada,14.88889,777.37317
244,2023-10-11 04:04:00,UdeA Yarumal,Habilitada,14.88889,777.37317
245,2023-10-11 04:05:00,UdeA Yarumal,Habilitada,14.88889,777.37317
246,2023-10-11 04:06:00,UdeA Yarumal,Habilitada,14.88889,777.37317
247,2023-10-11 04:07:00,UdeA Yarumal,Habilitada,14.88889,777.33931
248,2023-10-11 04:08:00,UdeA Yarumal,Habilitada,14.88889,777.30545
249,2023-10-11 04:09:00,UdeA Yarumal,Habilitada,14.88889,777.30545
250,2023-10-11 04:10:00,UdeA Yarumal,Habilitada,14.88889,777.30545
251,2023-10-11 04:11:00,UdeA Yarumal,Habilitada,14.83333,777.30545
252,2023-10-11 04:12:00,UdeA Yarumal,Habilitada,14.83333,777.27158
253,2023-10-11 04:13:00,UdeA Yarumal,Habilitada,14.77778,777.16999
254,2023-10-11 04:14:00,UdeA Yarumal,Habilitada,14.72222,777.27158
255,2023-10-11 04:15:00,UdeA Yarumal,Habilitada,14.72222,777.27158
256,2023-10-11 04:16:00,UdeA Yarumal,Habilitada,14.72222,777.16999
257,2023-10-11 04:17:00,UdeA Yarumal,Habilitada,14.72222,777.20386
258,2023-10-11 04:18:00,UdeA Yarumal,Habilitada,14.66667,777.20386
259,2023-10-11 04:19:00,UdeA Yarumal,Habilitada,14.66667,777.20386
260,2023-10-11 04:20:00,UdeA Yarumal,Habilitada,14.66667,777.16999
261,2023-10-11 04:21:00,UdeA Yarumal,Habilitada,14.61111,777.16999
262,2023-10-11 04:22:00,UdeA Yarumal,Habilitada,14.61111,777.16999
263,2023-10-11 04:23:00,UdeA Yarumal,Habilitada,14.55556,777.13613
264,2023-10-11 04:24:00,UdeA Yarumal,Habilitada,14.55556,777.13613
265,2023-10-11 04:25:00,UdeA Yarumal,Habilitada,14.50000,777.16999
266,2023-10-11 04:26:00,UdeA Yarumal,Habilitada,14.44444,777.16999
267,2023-10-11 04:27:00,UdeA Yarumal,Habilitada,14.44444,777.20386
268,2023-10-11 04:28:00,UdeA Yarumal,Habilitada,14.38889,777.20386
269,2023-10-11 04:29:00,UdeA Yarumal,Habilitada,14.38889,777.27158
270,2023-10-11 04:30:00,UdeA Yarumal,Habilitada,14.38889,777.30545
271,2023-10-11 04:31:00,UdeA Yarumal,Habilitada,14.38889,777.27158
272,2023-10-11 04:32:00,UdeA Yarumal,Habilitada,14.38889,777.27158
273,2023-10-11 04:33:00,UdeA Yarumal,Habilitada,14.38889,777.23772
274,2023-10-11 04:34:00,UdeA Yarumal,Habilitada,14.38889,777.30545
275,2023-10-11 04:35:00,UdeA Yarumal,Habilitada,14.33333,777.23772
276,2023-10-11 04:36:00,UdeA Yarumal,Habilitada,14.33333,777.33931
277,2023-10-11 04:37:00,UdeA Yarumal,Habilitada,14.38889,777.37317
278,2023-10-11 04:38:00,UdeA Yarumal,Habilitada,14.38889,777.44090
279,2023-10-11 04:39:00,UdeA Yarumal,Habilitada,14.33333,777.37317
280,2023-10-11 04:40:00,UdeA Yarumal,Habilitada,14.33333,777.44090
281,2023-10-11 04:41:00,UdeA Yarumal,Habilitada,14.33333,777.47477
282,2023-10-11 04:42:00,UdeA Yarumal,Habilitada,14.33333,777.50863
283,2023-10-11 04:43:00,UdeA Yarumal,Habilitada,14.33333,777.50863
284,2023-10-11 04:44:00,UdeA Yarumal,Habilitada,14.33333,777.50863
285,2023-10-11 04:45:00,UdeA Yarumal,Habilitada,14.33333,777.54249
286,2023-10-11 04:46:00,UdeA Yarumal,Habilitada,14.33333,777.54249
287,2023-10-11 04:47:00,UdeA Yarumal,Habilitada,14.38889,777.64409
288,2023-10-11 04:48:00,UdeA Yarumal,Habilitada,14.38889,777.54249
289,2023-10-11 04:49:00,UdeA Yarumal,Habilitada,14.44444,777.61022
290,2023-10-11 04:50:00,UdeA Yarumal,Habilitada,14.50000,777.57636
291,2023-10-11 04:51:00,UdeA Yarumal,Habilitada,14.55556,777.61022
292,2023-10-11 04:52:00,UdeA Yarumal,Habilitada,14.55556,777.61022
293,2023-10-11 04:53:00,UdeA Yarumal,Habilitada,14.61111,777.64409
294,2023-10-11 04:54:00,UdeA Yarumal,Habilitada,14.61111,777.71181
295,2023-10-11 04:55:00,UdeA Yarumal,Habilitada,14.66667,777.71181
296,2023-10-11 04:56:00,UdeA Yarumal,Habilitada,14.66667,777.71181
297,2023-10-11 04:57:00,UdeA Yarumal,Habilitada,14.72222,777.74568
298,2023-10-11 04:58:00,UdeA Yarumal,Habilitada,14.72222,777.74568
299,2023-10-11 04:59:00,UdeA Yarumal,Habilitada,14.72222,777.77954
300,2023-10-11 05:00:00,UdeA Yarumal,Habilitada,14.72222,777.84727
301,2023-10-11 05:01:00,UdeA Yarumal,Habilitada,14.77778,777.74568
302,2023-10-11 05:02:00,UdeA Yarumal,Habilitada,14.77778,777.84727
303,2023-10-11 05:03:00,UdeA Yarumal,Habilitada,14.83333,777.74568
304,2023-10-11 05:04:00,UdeA Yarumal,Habilitada,14.88889,777.77954
305,2023-10-11 05:05:00,UdeA Yarumal,Habilitada,14.88889,777.77954
306,2023-10-11 05:06:00,UdeA Yarumal,Habilitada,14.88889,777.84727
307,2023-10-11 05:07:00,UdeA Yarumal,Habilitada,14.88889,777.77954
308,2023-10-11 05:08:00,UdeA Yarumal,Habilitada,14.94444,777.91500
309,2023-10-11 05:09:00,UdeA Yarumal,Habilitada,14.94444,777.88113
310,2023-10-11 05:10:00,UdeA Yarumal,Habilitada,14.94444,777.91500
311,2023-10-11 05:11:00,UdeA Yarumal,Habilitada,14.94444,777.91500
312,2023-10-11 05:12:00,UdeA Yarumal,Habilitada,14.94444,777.91500
313,2023-10-11 05:13:00,UdeA Yarumal,Habilitada,14.94444,777.98272
314,2023-10-11 05:14:00,UdeA Yarumal,Habilitada,15.00000,778.01659
315,2023-10-11 05:15:00,UdeA Yarumal,Habilitada,15.00000,778.05045
316,2023-10-11 05:16:00,UdeA Yarumal,Habilitada,15.00000,777.98272
317,2023-10-11 05:17:00,UdeA Yarumal,Habilitada,15.00000,777.91500
318,2023-10-11 05:18:00,UdeA Yarumal,Habilitada,15.00000,777.91500
319,2023-10-11 05:19:00,UdeA Yarumal,Habilitada,15.00000,777.88113
320,2023-10-11 05:20:00,UdeA Yarumal,Habilitada,15.00000,777.91500
321,2023-10-11 05:21:00,UdeA Yarumal,Habilitada,15.00000,777.88113
322,2023-10-11 05:22:00,UdeA Yarumal,Habilitada,15.00000,777.88113
323,2023-10-11 05:23:00,UdeA Yarumal,Habilitada,15.00000,777.91500
324,2023-10-11 05:24:00,UdeA Yarumal,Habilitada,15.00000,777.91500
325,2023-10-11 05:25:00,UdeA Yarumal,Habilitada,15.05556,777.88113
326,2023-10-11 05:26:00,UdeA Yarumal,Habilitada,15.05556,777.98272
327,2023-10-11 05:27:00,UdeA Yarumal,Habilitada,15.05556,777.98272
328,2023-10-11 05:28:00,UdeA Yarumal,Habilitada,15.00000,778.01659
329,2023-10-11 05:29:00,UdeA Yarumal,Habilitada,15.00000,778.05045
330,2023-10-11 05:30:00,UdeA Yarumal,Habilitada,14.94444,778.01659
331,2023-10-11 05:31:00,UdeA Yarumal,Habilitada,15.00000,778.05045
332,2023-10-11 05:32:00,UdeA Yarumal,Habilitada,14.94444,778.05045
333,2023-10-11 05:33:00,UdeA Yarumal,Habilitada,14.88889,777.98272
334,2023-10-11 05:34:00,UdeA Yarumal,Habilitada,14.88889,778.11818
335,2023-10-11 05:35:00,UdeA Yarumal,Habilitada,14.88889,778.15204
336,2023-10-11 05:36:00,UdeA Yarumal,Habilitada,14.83333,778.15204
337,2023-10-11 05:37:00,UdeA Yarumal,Habilitada,14.77778,778.18591
338,2023-10-11 05:38:00,UdeA Yarumal,Habilitada,14.83333,778.18591
339,2023-10-11 05:39:00,UdeA Yarumal,Habilitada,14.77778,778.18591
