,fecha,nombre_completo,estado,temperatura
109,2023-10-05 01:49:00,UdeA Caucasia,Habilitada,25.94444
110,2023-10-05 01:50:00,UdeA Caucasia,Habilitada,25.94444
111,2023-10-05 01:51:00,UdeA Caucasia,Habilitada,25.88889
112,2023-10-05 01:52:00,UdeA Caucasia,Habilitada,25.94444
113,2023-10-05 01:53:00,UdeA Caucasia,Habilitada,25.88889
114,2023-10-05 01:54:00,UdeA Caucasia,Habilitada,25.88889
115,2023-10-05 01:55:00,UdeA Caucasia,Habilitada,25.88889
116,2023-10-05 01:56:00,UdeA Caucasia,Habilitada,25.88889
117,2023-10-05 01:57:00,UdeA Caucasia,Habilitada,25.88889
118,2023-10-05 01:58:00,UdeA Caucasia,Habilitada,25.94444
119,2023-10-05 01:59:00,UdeA Caucasia,Habilitada,25.88889
120,2023-10-05 02:00:00,UdeA Caucasia,Habilitada,25.88889
121,2023-10-05 02:01:00,UdeA Caucasia,Habilitada,25.88889
122,2023-10-05 02:02:00,UdeA Caucasia,Habilitada,25.94444
123,2023-10-05 02:03:01,UdeA Caucasia,Habilitada,25.94444
124,2023-10-05 02:04:00,UdeA Caucasia,Habilitada,25.94444
125,2023-10-05 02:05:00,UdeA Caucasia,Habilitada,25.94444
126,2023-10-05 02:06:01,UdeA Caucasia,Habilitada,25.94444
127,2023-10-05 02:07:01,UdeA Caucasia,Habilitada,25.94444
128,2023-10-05 02:08:00,UdeA Caucasia,Habilitada,25.94444
129,2023-10-05 02:09:00,UdeA Caucasia,Habilitada,25.94444
130,2023-10-05 02:10:00,UdeA Caucasia,Habilitada,25.94444
131,2023-10-05 02:11:00,UdeA Caucasia,Habilitada,26.00000
132,2023-10-05 02:12:00,UdeA Caucasia,Habilitada,26.00000
133,2023-10-05 02:13:00,UdeA Caucasia,Habilitada,26.00000
134,2023-10-05 02:14:00,UdeA Caucasia,Habilitada,26.00000
135,2023-10-05 02:15:00,UdeA Caucasia,Habilitada,26.00000
136,2023-10-05 02:16:00,UdeA Caucasia,Habilitada,26.00000
137,2023-10-05 02:17:00,UdeA Caucasia,Habilitada,26.00000
138,2023-10-05 02:18:00,UdeA Caucasia,Habilitada,26.00000
139,2023-10-05 02:19:00,UdeA Caucasia,Habilitada,26.00000
140,2023-10-05 02:20:00,UdeA Caucasia,Habilitada,26.05556
141,2023-10-05 02:21:00,UdeA Caucasia,Habilitada,26.00000
142,2023-10-05 02:22:00,UdeA Caucasia,Habilitada,26.00000
143,2023-10-05 02:23:00,UdeA Caucasia,Habilitada,26.00000
144,2023-10-05 02:24:00,UdeA Caucasia,Habilitada,26.05556
145,2023-10-05 02:25:00,UdeA Caucasia,Habilitada,26.00000
146,2023-10-05 02:26:00,UdeA Caucasia,Habilitada,26.00000
147,2023-10-05 02:27:00,UdeA Caucasia,Habilitada,26.00000
148,2023-10-05 02:28:00,UdeA Caucasia,Habilitada,26.00000
149,2023-10-05 02:29:00,UdeA Caucasia,Habilitada,26.00000
150,2023-10-05 02:30:00,UdeA Caucasia,Habilitada,26.00000
151,2023-10-05 02:31:00,UdeA Caucasia,Habilitada,26.00000
152,2023-10-05 02:32:00,UdeA Caucasia,Habilitada,26.00000
153,2023-10-05 02:33:00,UdeA Caucasia,Habilitada,26.00000
154,2023-10-05 02:34:00,UdeA Caucasia,Habilitada,26.05556
155,2023-10-05 02:35:00,UdeA Caucasia,Habilitada,26.05556
156,2023-10-05 02:36:00,UdeA Caucasia,Habilitada,26.00000
157,2023-10-05 02:37:00,UdeA Caucasia,Habilitada,26.00000
158,2023-10-05 02:38:00,UdeA Caucasia,Habilitada,26.00000
159,2023-10-05 02:39:00,UdeA Caucasia,Habilitada,26.00000
160,2023-10-05 02:40:00,UdeA Caucasia,Habilitada,26.00000
161,2023-10-05 02:41:00,UdeA Caucasia,Habilitada,26.00000
162,2023-10-05 02:42:00,UdeA Caucasia,Habilitada,26.00000
163,2023-10-05 02:43:00,UdeA Caucasia,Habilitada,26.00000
164,2023-10-05 02:44:00,UdeA Caucasia,Habilitada,26.00000
165,2023-10-05 02:45:01,UdeA Caucasia,Habilitada,26.00000
166,2023-10-05 02:46:01,UdeA Caucasia,Habilitada,26.00000
167,2023-10-05 02:47:01,UdeA Caucasia,Habilitada,26.00000
168,2023-10-05 02:48:01,UdeA Caucasia,Habilitada,26.00000
169,2023-10-05 02:49:00,UdeA Caucasia,Habilitada,26.00000
170,2023-10-05 02:50:00,UdeA Caucasia,Habilitada,26.00000
171,2023-10-05 02:51:00,UdeA Caucasia,Habilitada,26.00000
172,2023-10-05 02:52:00,UdeA Caucasia,Habilitada,26.00000
173,2023-10-05 02:53:00,UdeA Caucasia,Habilitada,26.05556
174,2023-10-05 02:54:00,UdeA Caucasia,Habilitada,26.05556
175,2023-10-05 02:55:00,UdeA Caucasia,Habilitada,26.05556
176,2023-10-05 02:56:00,UdeA Caucasia,Habilitada,26.05556
177,2023-10-05 02:57:00,UdeA Caucasia,Habilitada,26.05556
178,2023-10-05 02:58:00,UdeA Caucasia,Habilitada,26.05556
179,2023-10-05 02:59:00,UdeA Caucasia,Habilitada,26.05556
180,2023-10-05 03:00:00,UdeA Caucasia,Habilitada,26.05556
181,2023-10-05 03:01:00,UdeA Caucasia,Habilitada,26.05556
182,2023-10-05 03:02:00,UdeA Caucasia,Habilitada,26.11111
183,2023-10-05 03:03:01,UdeA Caucasia,Habilitada,26.11111
184,2023-10-05 03:04:00,UdeA Caucasia,Habilitada,26.11111
185,2023-10-05 03:05:00,UdeA Caucasia,Habilitada,26.05556
186,2023-10-05 03:06:01,UdeA Caucasia,Habilitada,26.11111
187,2023-10-05 03:07:00,UdeA Caucasia,Habilitada,26.11111
188,2023-10-05 03:08:00,UdeA Caucasia,Habilitada,26.11111
189,2023-10-05 03:09:00,UdeA Caucasia,Habilitada,26.11111
190,2023-10-05 03:10:00,UdeA Caucasia,Habilitada,26.11111
191,2023-10-05 03:11:00,UdeA Caucasia,Habilitada,26.11111
192,2023-10-05 03:12:00,UdeA Caucasia,Habilitada,26.11111
193,2023-10-05 03:13:00,UdeA Caucasia,Habilitada,26.05556
194,2023-10-05 03:14:00,UdeA Caucasia,Habilitada,26.16667
195,2023-10-05 03:15:00,UdeA Caucasia,Habilitada,26.11111
196,2023-10-05 03:16:00,UdeA Caucasia,Habilitada,26.11111
197,2023-10-05 03:17:00,UdeA Caucasia,Habilitada,26.11111
198,2023-10-05 03:18:00,UdeA Caucasia,Habilitada,26.11111
199,2023-10-05 03:19:00,UdeA Caucasia,Habilitada,26.11111
200,2023-10-05 03:20:00,UdeA Caucasia,Habilitada,26.11111
201,2023-10-05 03:21:00,UdeA Caucasia,Habilitada,26.11111
202,2023-10-05 03:22:00,UdeA Caucasia,Habilitada,26.05556
203,2023-10-05 03:23:00,UdeA Caucasia,Habilitada,26.11111
204,2023-10-05 03:24:00,UdeA Caucasia,Habilitada,26.11111
205,2023-10-05 03:25:00,UdeA Caucasia,Habilitada,26.05556
206,2023-10-05 03:26:00,UdeA Caucasia,Habilitada,26.05556
207,2023-10-05 03:27:00,UdeA Caucasia,Habilitada,26.05556
208,2023-10-05 03:28:00,UdeA Caucasia,Habilitada,26.00000
209,2023-10-05 03:29:00,UdeA Caucasia,Habilitada,25.94444
210,2023-10-05 03:30:00,UdeA Caucasia,Habilitada,25.94444
211,2023-10-05 03:31:00,UdeA Caucasia,Habilitada,25.94444
212,2023-10-05 03:32:00,UdeA Caucasia,Habilitada,25.88889
213,2023-10-05 03:33:00,UdeA Caucasia,Habilitada,25.88889
214,2023-10-05 03:34:00,UdeA Caucasia,Habilitada,25.88889
215,2023-10-05 03:35:00,UdeA Caucasia,Habilitada,25.88889
216,2023-10-05 03:36:00,UdeA Caucasia,Habilitada,25.83333
217,2023-10-05 03:37:00,UdeA Caucasia,Habilitada,25.77778
218,2023-10-05 03:38:00,UdeA Caucasia,Habilitada,25.83333
219,2023-10-05 03:39:00,UdeA Caucasia,Habilitada,25.77778
220,2023-10-05 03:40:00,UdeA Caucasia,Habilitada,25.77778
221,2023-10-05 03:41:00,UdeA Caucasia,Habilitada,25.77778
222,2023-10-05 03:42:00,UdeA Caucasia,Habilitada,25.77778
223,2023-10-05 03:43:01,UdeA Caucasia,Habilitada,25.72222
224,2023-10-05 03:44:01,UdeA Caucasia,Habilitada,25.72222
225,2023-10-05 03:45:01,UdeA Caucasia,Habilitada,25.72222
226,2023-10-05 03:46:01,UdeA Caucasia,Habilitada,25.72222
227,2023-10-05 03:47:00,UdeA Caucasia,Habilitada,25.72222
228,2023-10-05 03:48:00,UdeA Caucasia,Habilitada,25.66667
229,2023-10-05 03:49:00,UdeA Caucasia,Habilitada,25.66667
230,2023-10-05 03:50:00,UdeA Caucasia,Habilitada,25.66667
231,2023-10-05 03:51:00,UdeA Caucasia,Habilitada,25.66667
232,2023-10-05 03:52:00,UdeA Caucasia,Habilitada,25.66667
233,2023-10-05 03:53:00,UdeA Caucasia,Habilitada,25.66667
234,2023-10-05 03:54:00,UdeA Caucasia,Habilitada,25.66667
235,2023-10-05 03:55:00,UdeA Caucasia,Habilitada,25.66667
236,2023-10-05 03:56:00,UdeA Caucasia,Habilitada,25.66667
237,2023-10-05 03:57:00,UdeA Caucasia,Habilitada,25.66667
238,2023-10-05 03:58:00,UdeA Caucasia,Habilitada,25.66667
239,2023-10-05 03:59:00,UdeA Caucasia,Habilitada,25.66667
240,2023-10-05 04:00:00,UdeA Caucasia,Habilitada,25.66667
241,2023-10-05 04:01:00,UdeA Caucasia,Habilitada,25.72222
242,2023-10-05 04:02:00,UdeA Caucasia,Habilitada,25.72222
243,2023-10-05 04:03:01,UdeA Caucasia,Habilitada,25.72222
244,2023-10-05 04:04:00,UdeA Caucasia,Habilitada,25.72222
245,2023-10-05 04:05:00,UdeA Caucasia,Habilitada,25.72222
246,2023-10-05 04:06:01,UdeA Caucasia,Habilitada,25.72222
247,2023-10-05 04:07:01,UdeA Caucasia,Habilitada,25.61111
248,2023-10-05 04:08:01,UdeA Caucasia,Habilitada,25.50000
249,2023-10-05 04:09:00,UdeA Caucasia,Habilitada,25.44444
250,2023-10-05 04:10:00,UdeA Caucasia,Habilitada,25.44444
251,2023-10-05 04:11:00,UdeA Caucasia,Habilitada,25.33333
252,2023-10-05 04:12:00,UdeA Caucasia,Habilitada,25.33333
253,2023-10-05 04:13:00,UdeA Caucasia,Habilitada,25.22222
254,2023-10-05 04:14:00,UdeA Caucasia,Habilitada,25.16667
255,2023-10-05 04:15:00,UdeA Caucasia,Habilitada,25.11111
256,2023-10-05 04:16:00,UdeA Caucasia,Habilitada,25.05556
257,2023-10-05 04:17:00,UdeA Caucasia,Habilitada,25.05556
258,2023-10-05 04:18:00,UdeA Caucasia,Habilitada,24.94444
259,2023-10-05 04:19:00,UdeA Caucasia,Habilitada,24.88889
260,2023-10-05 04:20:00,UdeA Caucasia,Habilitada,24.88889
261,2023-10-05 04:21:00,UdeA Caucasia,Habilitada,24.88889
262,2023-10-05 04:22:00,UdeA Caucasia,Habilitada,24.77778
263,2023-10-05 04:23:00,UdeA Caucasia,Habilitada,24.77778
264,2023-10-05 04:24:00,UdeA Caucasia,Habilitada,24.72222
265,2023-10-05 04:25:00,UdeA Caucasia,Habilitada,24.66667
266,2023-10-05 04:26:00,UdeA Caucasia,Habilitada,24.61111
267,2023-10-05 04:27:00,UdeA Caucasia,Habilitada,24.61111
268,2023-10-05 04:28:00,UdeA Caucasia,Habilitada,24.55556
269,2023-10-05 04:29:00,UdeA Caucasia,Habilitada,24.55556
270,2023-10-05 04:30:00,UdeA Caucasia,Habilitada,24.50000
271,2023-10-05 04:31:00,UdeA Caucasia,Habilitada,24.50000
272,2023-10-05 04:32:00,UdeA Caucasia,Habilitada,24.55556
273,2023-10-05 04:33:00,UdeA Caucasia,Habilitada,24.50000
274,2023-10-05 04:34:00,UdeA Caucasia,Habilitada,24.50000
275,2023-10-05 04:35:00,UdeA Caucasia,Habilitada,24.50000
276,2023-10-05 04:36:00,UdeA Caucasia,Habilitada,24.44444
277,2023-10-05 04:37:00,UdeA Caucasia,Habilitada,24.44444
278,2023-10-05 04:38:00,UdeA Caucasia,Habilitada,24.44444
279,2023-10-05 04:39:00,UdeA Caucasia,Habilitada,24.44444
280,2023-10-05 04:40:00,UdeA Caucasia,Habilitada,24.44444
281,2023-10-05 04:41:00,UdeA Caucasia,Habilitada,24.38889
282,2023-10-05 04:42:00,UdeA Caucasia,Habilitada,24.38889
283,2023-10-05 04:43:00,UdeA Caucasia,Habilitada,24.38889
284,2023-10-05 04:44:00,UdeA Caucasia,Habilitada,24.38889
285,2023-10-05 04:45:01,UdeA Caucasia,Habilitada,24.44444
286,2023-10-05 04:46:01,UdeA Caucasia,Habilitada,24.33333
287,2023-10-05 04:47:01,UdeA Caucasia,Habilitada,24.38889
288,2023-10-05 04:48:01,UdeA Caucasia,Habilitada,24.33333
289,2023-10-05 04:49:00,UdeA Caucasia,Habilitada,24.33333
290,2023-10-05 04:50:00,UdeA Caucasia,Habilitada,24.33333
291,2023-10-05 04:51:00,UdeA Caucasia,Habilitada,24.38889
292,2023-10-05 04:52:00,UdeA Caucasia,Habilitada,24.33333
293,2023-10-05 04:53:00,UdeA Caucasia,Habilitada,24.33333
294,2023-10-05 04:54:00,UdeA Caucasia,Habilitada,24.33333
295,2023-10-05 04:55:00,UdeA Caucasia,Habilitada,24.33333
296,2023-10-05 04:56:00,UdeA Caucasia,Habilitada,24.33333
297,2023-10-05 04:57:00,UdeA Caucasia,Habilitada,24.33333
298,2023-10-05 04:58:00,UdeA Caucasia,Habilitada,24.33333
299,2023-10-05 04:59:00,UdeA Caucasia,Habilitada,24.33333
300,2023-10-05 05:00:00,UdeA Caucasia,Habilitada,24.33333
301,2023-10-05 05:01:00,UdeA Caucasia,Habilitada,24.27778
302,2023-10-05 05:02:00,UdeA Caucasia,Habilitada,24.27778
303,2023-10-05 05:03:01,UdeA Caucasia,Habilitada,24.33333
304,2023-10-05 05:04:00,UdeA Caucasia,Habilitada,24.27778
305,2023-10-05 05:05:00,UdeA Caucasia,Habilitada,24.27778
306,2023-10-05 05:06:01,UdeA Caucasia,Habilitada,24.27778
307,2023-10-05 05:07:00,UdeA Caucasia,Habilitada,24.22222
308,2023-10-05 05:08:02,UdeA Caucasia,Habilitada,24.22222
309,2023-10-05 05:09:00,UdeA Caucasia,Habilitada,24.16667
310,2023-10-05 05:10:00,UdeA Caucasia,Habilitada,24.16667
311,2023-10-05 05:11:00,UdeA Caucasia,Habilitada,24.16667
312,2023-10-05 05:12:00,UdeA Caucasia,Habilitada,24.16667
313,2023-10-05 05:13:00,UdeA Caucasia,Habilitada,24.11111
314,2023-10-05 05:14:00,UdeA Caucasia,Habilitada,24.16667
315,2023-10-05 05:15:00,UdeA Caucasia,Habilitada,24.11111
316,2023-10-05 05:16:00,UdeA Caucasia,Habilitada,24.16667
317,2023-10-05 05:17:00,UdeA Caucasia,Habilitada,24.16667
318,2023-10-05 05:18:00,UdeA Caucasia,Habilitada,24.11111
319,2023-10-05 05:19:00,UdeA Caucasia,Habilitada,24.16667
320,2023-10-05 05:20:00,UdeA Caucasia,Habilitada,24.11111
321,2023-10-05 05:21:00,UdeA Caucasia,Habilitada,24.11111
322,2023-10-05 05:22:00,UdeA Caucasia,Habilitada,24.16667
323,2023-10-05 05:23:00,UdeA Caucasia,Habilitada,24.16667
324,2023-10-05 05:24:00,UdeA Caucasia,Habilitada,24.11111
325,2023-10-05 05:25:00,UdeA Caucasia,Habilitada,24.16667
326,2023-10-05 05:26:00,UdeA Caucasia,Habilitada,24.16667
327,2023-10-05 05:27:00,UdeA Caucasia,Habilitada,24.16667
328,2023-10-05 05:28:00,UdeA Caucasia,Habilitada,24.16667
329,2023-10-05 05:29:00,UdeA Caucasia,Habilitada,24.11111
330,2023-10-05 05:30:00,UdeA Caucasia,Habilitada,24.11111
331,2023-10-05 05:31:00,UdeA Caucasia,Habilitada,24.11111
332,2023-10-05 05:32:00,UdeA Caucasia,Habilitada,24.11111
333,2023-10-05 05:33:00,UdeA Caucasia,Habilitada,24.11111
334,2023-10-05 05:34:00,UdeA Caucasia,Habilitada,24.11111
335,2023-10-05 05:35:00,UdeA Caucasia,Habilitada,24.11111
336,2023-10-05 05:36:00,UdeA Caucasia,Habilitada,24.11111
337,2023-10-05 05:37:00,UdeA Caucasia,Habilitada,24.11111
338,2023-10-05 05:38:00,UdeA Caucasia,Habilitada,24.11111
339,2023-10-05 05:39:00,UdeA Caucasia,Habilitada,24.11111
340,2023-10-05 05:40:00,UdeA Caucasia,Habilitada,24.05556
341,2023-10-05 05:41:00,UdeA Caucasia,Habilitada,24.05556
342,2023-10-05 05:42:00,UdeA Caucasia,Habilitada,24.05556
343,2023-10-05 05:43:00,UdeA Caucasia,Habilitada,24.05556
344,2023-10-05 05:44:01,UdeA Caucasia,Habilitada,24.05556
345,2023-10-05 05:45:01,UdeA Caucasia,Habilitada,24.05556
346,2023-10-05 05:46:01,UdeA Caucasia,Habilitada,24.05556
347,2023-10-05 05:47:00,UdeA Caucasia,Habilitada,24.11111
348,2023-10-05 05:48:00,UdeA Caucasia,Habilitada,24.05556
349,2023-10-05 05:49:00,UdeA Caucasia,Habilitada,24.11111
350,2023-10-05 05:50:00,UdeA Caucasia,Habilitada,24.11111
351,2023-10-05 05:51:00,UdeA Caucasia,Habilitada,24.05556
352,2023-10-05 05:52:00,UdeA Caucasia,Habilitada,24.05556
353,2023-10-05 05:53:00,UdeA Caucasia,Habilitada,24.11111
354,2023-10-05 05:54:00,UdeA Caucasia,Habilitada,24.11111
355,2023-10-05 05:55:00,UdeA Caucasia,Habilitada,24.11111
356,2023-10-05 05:56:00,UdeA Caucasia,Habilitada,24.11111
357,2023-10-05 05:57:00,UdeA Caucasia,Habilitada,24.16667
358,2023-10-05 05:58:00,UdeA Caucasia,Habilitada,24.11111
359,2023-10-05 05:59:00,UdeA Caucasia,Habilitada,24.11111
360,2023-10-05 06:00:00,UdeA Caucasia,Habilitada,24.16667
361,2023-10-05 06:01:00,UdeA Caucasia,Habilitada,24.16667
362,2023-10-05 06:02:01,UdeA Caucasia,Habilitada,24.16667
363,2023-10-05 06:03:00,UdeA Caucasia,Habilitada,24.16667
364,2023-10-05 06:04:00,UdeA Caucasia,Habilitada,24.16667
365,2023-10-05 06:05:00,UdeA Caucasia,Habilitada,24.16667
366,2023-10-05 06:06:00,UdeA Caucasia,Habilitada,24.16667
367,2023-10-05 06:07:01,UdeA Caucasia,Habilitada,24.16667
368,2023-10-05 06:08:01,UdeA Caucasia,Habilitada,24.22222
369,2023-10-05 06:09:00,UdeA Caucasia,Habilitada,24.16667
370,2023-10-05 06:10:00,UdeA Caucasia,Habilitada,24.16667
371,2023-10-05 06:11:00,UdeA Caucasia,Habilitada,24.16667
372,2023-10-05 06:12:00,UdeA Caucasia,Habilitada,24.16667
373,2023-10-05 06:13:00,UdeA Caucasia,Habilitada,24.16667
374,2023-10-05 06:14:00,UdeA Caucasia,Habilitada,24.16667
375,2023-10-05 06:15:00,UdeA Caucasia,Habilitada,24.16667
376,2023-10-05 06:16:00,UdeA Caucasia,Habilitada,24.22222
377,2023-10-05 06:17:00,UdeA Caucasia,Habilitada,24.22222
378,2023-10-05 06:18:00,UdeA Caucasia,Habilitada,24.22222
379,2023-10-05 06:19:00,UdeA Caucasia,Habilitada,24.27778
380,2023-10-05 06:20:00,UdeA Caucasia,Habilitada,24.27778
381,2023-10-05 06:21:00,UdeA Caucasia,Habilitada,24.22222
382,2023-10-05 06:22:00,UdeA Caucasia,Habilitada,24.22222
383,2023-10-05 06:23:00,UdeA Caucasia,Habilitada,24.27778
384,2023-10-05 06:24:00,UdeA Caucasia,Habilitada,24.27778
385,2023-10-05 06:25:00,UdeA Caucasia,Habilitada,24.22222
386,2023-10-05 06:26:00,UdeA Caucasia,Habilitada,24.27778
